Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Karl Jakob Hein,Valladolid,13,EST,GK,22-155,90,0,0,0,0,0,0,0,0,61,0,0,0,0.0,0.0,0.0,1,0,43,56,"76,8",0,30,0,0,0,2024-09-15
Abel Ruiz,Girona,9,ESP,FW,24-231,68,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,2,0,14,15,"93,3",1,8,0,2,1,2024-09-15
Cristhian Stuani,Girona,7,URU,FW,37-339,22,1,0,0,0,2,1,1,0,5,0,0,1,0.5,0.5,0.0,0,0,1,2,"50,0",0,2,0,0,0,2024-09-15
Arnaut Danjuma,Girona,11,NED,LW,27-228,54,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.1,1,0,8,9,"88,9",1,11,3,2,0,2024-09-15
Portu,Girona,24,ESP,LW,32-117,36,0,1,0,0,0,0,1,0,6,1,0,0,0.0,0.0,0.4,2,2,3,4,"75,0",0,4,0,2,1,2024-09-15
Bryan Gil,Girona,20,ESP,RW,23-217,53,0,0,0,0,2,2,1,0,28,1,1,0,0.5,0.5,0.0,2,0,16,19,"84,2",0,22,3,3,2,2024-09-15
Yaser Asprilla,Girona,10,COL,AM,20-301,37,0,0,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.0,1,0,16,24,"66,7",7,21,2,3,1,2024-09-15
Viktor Tsyhankov,Girona,8,UKR,"AM,RW",26-305,68,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,2,0,13,16,"81,3",3,9,2,1,1,2024-09-15
Donny van de Beek,Girona,6,NED,RW,27-150,22,0,0,0,0,1,0,0,0,7,1,0,1,0.1,0.1,0.0,0,0,4,4,"100,0",1,2,0,0,0,2024-09-15
Jhon Solis,Girona,22,COL,DM,19-348,90,0,0,0,0,0,0,0,0,55,3,1,4,0.0,0.0,0.0,2,0,37,41,"90,2",3,35,0,1,1,2024-09-15
Iván Martín,Girona,23,ESP,DM,25-214,90,0,0,0,0,0,0,0,0,54,1,1,0,0.0,0.0,0.0,1,0,43,48,"89,6",1,37,0,2,1,2024-09-15
Miguel Gutiérrez,Girona,3,ESP,LB,23-050,90,0,0,0,0,1,1,0,0,67,2,1,0,0.0,0.0,0.6,3,0,40,55,"72,7",2,37,5,0,0,2024-09-15
Daley Blind,Girona,17,NED,CB,34-190,90,0,0,0,0,0,0,0,0,71,4,0,4,0.0,0.0,0.0,1,0,42,52,"80,8",3,44,0,1,1,2024-09-15
David López,Girona,5,ESP,CB,34-342,90,0,0,0,0,0,0,0,0,65,0,2,1,0.0,0.0,0.0,0,0,49,55,"89,1",2,39,0,0,0,2024-09-15
Alejandro Francés,Girona,16,ESP,RB,22-045,84,0,0,0,0,1,0,0,0,49,1,0,1,0.0,0.0,0.0,0,0,32,38,"84,2",4,29,1,0,0,2024-09-15
Arnau Martinez,Girona,4,ESP,RB,21-143,6,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.2,1,0,5,5,"100,0",1,5,0,0,0,2024-09-15
Paulo Gazzaniga,Girona,13,ARG,GK,32-257,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,39,40,"97,5",0,18,0,0,0,2024-09-15
Robert Lewandowski,Barcelona,9,POL,FW,36-025,68,0,1,0,0,3,2,0,0,23,0,0,0,0.3,0.3,0.1,2,0,14,15,"93,3",4,13,0,0,0,2024-09-15
Ferrán Torres,Barcelona,7,ESP,FW,24-199,17,0,0,0,0,0,0,0,1,10,1,0,1,0.0,0.0,0.0,0,0,5,6,"83,3",0,4,0,0,0,2024-09-15
Raphinha,Barcelona,11,BRA,"LW,AM",27-276,90,0,0,0,0,1,0,0,0,48,2,0,0,0.0,0.0,0.6,7,2,26,44,"59,1",4,26,0,3,1,2024-09-15
Lamine Yamal,Barcelona,19,ESP,RW,17-064,89,2,0,0,0,5,4,1,0,53,6,0,0,0.7,0.7,0.1,2,0,24,34,"70,6",4,30,4,6,1,2024-09-15
Gerard Martín,Barcelona,35,ESP,RW,22-258,1,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,4,"100,0",0,3,0,0,0,2024-09-15
Dani Olmo,Barcelona,20,ESP,AM,26-131,60,1,0,0,0,1,1,0,0,36,2,1,0,0.0,0.0,0.0,1,0,20,26,"76,9",4,22,1,2,1,2024-09-15
Eric García,Barcelona,24,ESP,"DM,AM",23-250,30,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,11,"90,9",1,8,1,1,1,2024-09-15
Pedri,Barcelona,8,ESP,DM,21-295,68,1,0,0,0,1,1,0,0,46,3,0,1,0.2,0.2,0.0,1,0,31,34,"91,2",8,18,0,3,1,2024-09-15
Pau Victor Delgado,Barcelona,18,ESP,LW,22-294,22,0,0,0,0,3,1,1,0,16,0,0,1,0.5,0.5,0.0,1,0,5,9,"55,6",0,9,1,1,1,2024-09-15
Marc Casado,Barcelona,17,ESP,DM,21-001,90,0,1,0,0,1,0,0,0,56,1,0,1,0.0,0.0,0.2,5,1,47,52,"90,4",6,33,0,0,0,2024-09-15
Alejandro Balde,Barcelona,3,ESP,LB,20-333,90,0,0,0,0,2,0,0,0,58,2,0,0,0.1,0.1,0.0,3,1,36,45,"80,0",2,29,4,4,2,2024-09-15
Iñigo Martínez,Barcelona,5,ESP,CB,33-121,90,0,0,0,0,1,0,0,0,90,1,0,1,0.0,0.0,0.0,3,0,74,80,"92,5",5,55,1,0,0,2024-09-15
Pau Cubarsí,Barcelona,2,ESP,CB,17-237,60,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,1,42,45,"93,3",2,30,0,0,0,2024-09-15
Héctor Fort,Barcelona,32,ESP,RB,18-044,30,0,0,0,0,1,0,0,0,17,0,0,2,0.0,0.0,0.0,1,0,9,12,"75,0",1,5,1,1,0,2024-09-15
Jules Koundé,Barcelona,23,FRA,"RB,CB",25-308,90,0,1,0,0,1,0,0,0,65,1,0,1,0.0,0.0,0.1,2,1,53,59,"89,8",6,35,2,2,2,2024-09-15
Marc-André ter Stegen,Barcelona,1,GER,GK,32-138,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,1,0,43,46,"93,5",0,33,0,0,0,2024-09-15
Oliver McBurnie,Las Palmas,16,SCO,FW,28-103,76,0,0,0,0,0,0,0,0,23,0,1,0,0.0,0.0,0.0,1,0,13,17,"76,5",3,11,0,1,0,2024-09-15
Jaime Mata,Las Palmas,17,ESP,FW,35-327,14,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,3,"66,7",0,2,0,0,0,2024-09-15
Alberto Moleiro,Las Palmas,10,ESP,LW,20-351,90,0,0,0,0,3,1,0,0,54,1,2,0,0.2,0.2,0.2,5,0,31,40,"77,5",7,38,2,4,2,2024-09-15
Sandro Ramírez,Las Palmas,19,ESP,RW,29-068,90,1,0,0,0,2,1,0,0,35,1,1,0,0.1,0.1,0.1,6,1,20,27,"74,1",4,15,0,1,0,2024-09-15
Kirian Rodríguez,Las Palmas,20,ESP,CM,28-194,90,0,1,0,0,3,1,0,0,119,2,0,2,0.8,0.8,0.2,3,1,89,109,"81,7",16,69,1,1,1,2024-09-15
José Campaña,Las Palmas,8,ESP,CM,31-107,45,0,0,0,0,0,0,0,0,50,1,3,0,0.0,0.0,0.0,1,0,40,43,"93,0",5,24,0,0,0,2024-09-15
Fabio González,Las Palmas,6,ESP,CM,27-216,45,0,0,0,0,2,0,0,0,55,0,0,0,0.1,0.1,0.0,2,1,42,51,"82,4",6,36,0,0,0,2024-09-15
Javier Muñoz,Las Palmas,5,ESP,CM,29-200,62,0,0,0,0,0,0,0,0,26,0,1,3,0.0,0.0,0.0,0,0,11,19,"57,9",0,12,0,2,0,2024-09-15
Fábio Silva,Las Palmas,37,POR,CM,22-058,28,0,0,0,0,2,1,0,0,12,0,0,0,0.0,0.0,0.0,2,0,5,8,"62,5",0,7,1,2,1,2024-09-15
Mika Màrmol,Las Palmas,3,ESP,"CB,LB",22-075,90,0,0,0,0,0,0,0,0,106,5,2,1,0.0,0.0,0.0,3,1,73,92,"79,3",6,59,0,0,0,2024-09-15
Scott McKenna,Las Palmas,15,SCO,CB,27-308,76,0,0,0,0,0,0,0,0,67,2,0,0,0.0,0.0,0.0,0,0,53,60,"88,3",0,42,0,0,0,2024-09-15
Benito Ramírez,Las Palmas,11,ESP,CB,29-066,14,0,0,0,0,2,0,0,0,19,0,0,1,0.1,0.1,0.0,1,0,12,14,"85,7",0,11,0,0,0,2024-09-15
Álex Suárez,Las Palmas,4,ESP,CB,31-181,45,0,0,0,0,0,0,1,0,42,3,0,0,0.0,0.0,0.0,0,0,32,39,"82,1",3,25,0,0,0,2024-09-15
Álex Muñoz,Las Palmas,23,ESP,LB,30-047,45,1,0,0,0,1,1,0,0,52,3,0,0,0.2,0.2,0.0,1,0,38,43,"88,4",1,30,0,1,0,2024-09-15
Marvin,Las Palmas,2,ESP,RB,24-074,90,0,0,0,0,0,0,0,0,65,1,1,0,0.0,0.0,0.0,0,0,38,54,"70,4",2,40,7,2,0,2024-09-15
Jasper Cillessen,Las Palmas,1,NED,GK,35-146,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,26,36,"72,2",0,25,0,0,0,2024-09-15
Gorka Guruzeta,Athletic Club,12,ESP,FW,28-003,58,0,0,0,0,1,1,0,0,29,0,0,3,0.0,0.0,0.0,0,0,13,18,"72,2",0,13,1,3,2,2024-09-15
Mikel Vesga,Athletic Club,6,ESP,CM,31-117,32,0,0,0,0,0,0,0,0,14,0,1,2,0.0,0.0,0.0,0,0,6,7,"85,7",1,3,0,1,1,2024-09-15
Nico Williams,Athletic Club,10,ESP,"LW,LM",22-065,70,1,0,0,0,2,1,0,0,38,3,0,0,0.2,0.2,0.2,6,1,17,27,"63,0",4,24,6,7,3,2024-09-15
Álex Berenguer,Athletic Club,7,ESP,LM,29-073,20,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.5,1,0,2,7,"28,6",1,2,0,0,0,2024-09-15
Iñaki Williams,Athletic Club,9,GHA,"RW,RM",30-092,90,0,3,0,0,2,0,0,0,41,0,1,2,0.5,0.5,1.3,4,3,17,32,"53,1",1,28,5,3,1,2024-09-15
Oihan Sancet,Athletic Club,8,ESP,"AM,FW",24-143,70,1,0,0,0,2,1,0,0,35,0,0,1,0.4,0.4,0.0,0,0,21,26,"80,8",4,20,3,2,0,2024-09-15
Unai Gómez,Athletic Club,20,ESP,FW,21-113,20,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,6,"50,0",2,3,0,1,1,2024-09-15
Iñigo Ruiz de Galarreta,Athletic Club,16,ESP,DM,31-040,58,0,0,0,0,0,0,1,0,31,1,0,1,0.0,0.0,0.0,0,0,20,27,"74,1",3,16,1,1,1,2024-09-15
Beñat Prados,Athletic Club,24,ESP,CM,23-220,32,0,0,0,0,0,0,0,0,13,0,0,2,0.0,0.0,0.0,1,0,2,9,"22,2",0,2,0,1,0,2024-09-15
Mikel Jauregizar,Athletic Club,23,ESP,DM,20-308,55,0,0,0,0,0,0,1,1,28,2,2,1,0.0,0.0,0.0,0,0,16,20,"80,0",2,8,0,2,1,2024-09-15
Yuri Berchiche,Athletic Club,17,ESP,LB,34-218,90,0,0,0,0,1,0,0,0,70,1,1,0,0.1,0.1,0.1,1,0,40,56,"71,4",3,19,0,2,2,2024-09-15
Aitor Paredes,Athletic Club,4,ESP,CB,24-139,90,1,0,0,0,1,1,0,0,45,0,1,2,0.9,0.9,0.0,0,0,23,34,"67,6",0,23,0,0,0,2024-09-15
Daniel Vivian,Athletic Club,3,ESP,CB,25-062,90,0,0,0,0,0,0,0,0,53,3,2,3,0.0,0.0,0.0,1,0,24,33,"72,7",6,19,0,0,0,2024-09-15
Óscar de Marcos,Athletic Club,18,ESP,RB,35-154,76,0,0,0,0,0,0,0,0,50,3,2,0,0.0,0.0,0.0,1,1,30,41,"73,2",4,15,1,1,1,2024-09-15
Andoni Gorosabel,Athletic Club,2,ESP,RB,28-042,14,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,0,0,0,0,2024-09-15
Julen Agirrezabala,Athletic Club,13,ESP,GK,23-264,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,16,25,"64,0",0,11,0,0,0,2024-09-15
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28-285,60,0,0,0,0,4,1,0,0,26,0,0,0,0.6,0.6,0.0,2,0,10,13,"76,9",2,14,1,1,0,2024-09-15
Julián Álvarez,Atlético Madrid,19,ARG,FW,24-228,30,1,0,0,0,1,1,0,0,9,0,0,1,0.5,0.5,0.0,0,0,3,4,"75,0",1,3,0,0,0,2024-09-15
Antoine Griezmann,Atlético Madrid,7,FRA,"FW,CM",33-178,75,1,0,0,0,2,1,0,0,61,1,1,2,0.7,0.7,0.0,3,1,33,48,"68,8",6,31,3,1,1,2024-09-15
Giuliano Simeone,Atlético Madrid,22,ARG,"LM,CM",21-272,15,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,2,3,"66,7",0,1,0,1,1,2024-09-15
Conor Gallagher,Atlético Madrid,4,ENG,CM,24-222,90,1,0,0,0,1,1,0,0,48,4,0,2,0.7,0.7,0.0,2,0,29,37,"78,4",6,20,1,1,0,2024-09-15
Koke,Atlético Madrid,6,ESP,CM,32-251,90,0,0,0,0,0,0,1,0,72,0,0,2,0.0,0.0,0.2,2,1,56,66,"84,8",3,29,1,0,0,2024-09-15
Rodrigo De Paul,Atlético Madrid,5,ARG,CM,30-114,60,0,1,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.7,3,1,38,48,"79,2",8,31,2,1,0,2024-09-15
Ángel Correa,Atlético Madrid,10,ARG,"FW,RM",29-190,30,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,2,0,6,8,"75,0",1,5,1,1,1,2024-09-15
Samuel Lino,Atlético Madrid,12,BRA,LB,24-267,66,0,1,0,0,3,0,0,0,50,3,1,2,0.4,0.4,0.7,4,1,31,35,"88,6",1,31,1,4,1,2024-09-15
Rodrigo Riquelme,Atlético Madrid,17,ESP,LB,24-166,24,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,"71,4",0,7,2,0,0,2024-09-15
César Azpilicueta,Atlético Madrid,3,ESP,CB,35-018,76,0,0,0,0,0,0,0,0,55,3,0,0,0.0,0.0,0.0,0,0,42,49,"85,7",5,26,0,0,0,2024-09-15
Reinildo Mandava,Atlético Madrid,23,MOZ,CB,30-238,14,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,1,1,9,11,"81,8",0,6,0,0,0,2024-09-15
José María Giménez,Atlético Madrid,2,URU,CB,29-239,90,0,0,0,0,1,0,0,0,80,1,1,1,0.1,0.1,0.0,1,0,66,70,"94,3",3,48,0,0,0,2024-09-15
Robin Le Normand,Atlético Madrid,24,ESP,CB,27-309,90,0,0,0,0,1,0,0,0,81,0,1,1,0.2,0.2,0.0,0,0,62,74,"83,8",4,57,1,1,1,2024-09-15
Marcos Llorente,Atlético Madrid,14,ESP,RB,29-229,90,0,0,0,0,1,0,0,0,83,0,0,2,0.0,0.0,0.6,4,0,67,76,"88,2",7,45,2,0,0,2024-09-15
Jan Oblak,Atlético Madrid,13,SVN,GK,31-252,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,20,23,"87,0",0,12,0,0,0,2024-09-15
Dani Gómez,Valencia,17,ESP,FW,26-047,78,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,9,11,"81,8",1,5,0,1,0,2024-09-15
Martín Tejón,Valencia,32,ESP,FW,20-156,12,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,4,"75,0",0,4,0,1,1,2024-09-15
Javier Guerra,Valencia,8,ESP,FW,21-258,78,0,0,0,0,2,0,0,0,44,1,0,0,0.0,0.0,0.0,1,0,25,33,"75,8",4,24,1,4,3,2024-09-15
Germán Valera,Valencia,30,ESP,RM,22-183,12,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,6,7,"85,7",1,6,0,1,1,2024-09-15
Luis Rioja,Valencia,22,ESP,LM,30-335,69,0,0,0,0,0,0,0,0,41,0,1,4,0.0,0.0,0.0,1,0,17,28,"60,7",0,14,0,2,1,2024-09-15
Sergi Canós,Valencia,7,ESP,LM,27-226,21,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,1,0,11,16,"68,8",0,13,0,0,0,2024-09-15
José Luis García Vayá,Valencia,18,ESP,CM,26-035,90,0,0,0,0,0,0,0,0,65,0,0,1,0.0,0.0,0.1,1,0,51,62,"82,3",8,32,0,0,0,2024-09-15
Hugo Guillamón,Valencia,6,ESP,CM,24-228,45,0,0,0,0,0,0,1,0,23,0,1,0,0.0,0.0,0.0,0,0,17,20,"85,0",2,7,0,0,0,2024-09-15
Enzo Barrenechea,Valencia,5,ARG,CM,23-116,45,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,39,40,"97,5",4,14,0,0,0,2024-09-15
Diego López,Valencia,16,ESP,"RM,FW",22-125,90,0,0,0,0,0,0,0,0,46,0,1,1,0.0,0.0,0.0,1,0,24,31,"77,4",3,18,2,6,0,2024-09-15
Thierry Correia,Valencia,12,POR,"LB,RB",25-190,90,0,0,0,0,1,1,0,0,76,1,0,2,0.0,0.0,0.0,2,0,56,66,"84,8",13,28,1,2,1,2024-09-15
Cristhian Mosquera,Valencia,3,ESP,CB,20-080,90,0,0,0,0,0,0,0,0,63,2,1,0,0.0,0.0,0.0,0,0,48,55,"87,3",6,33,1,0,0,2024-09-15
César Tárrega,Valencia,15,ESP,CB,22-202,90,0,0,0,0,0,0,1,0,67,3,0,1,0.0,0.0,0.0,0,0,46,57,"80,7",3,24,0,0,0,2024-09-15
Dimitri Foulquier,Valencia,20,FRA,RB,31-176,70,0,0,0,0,0,0,0,0,45,3,0,0,0.0,0.0,0.0,0,0,29,38,"76,3",1,23,3,1,0,2024-09-15
Jesus Vazquez,Valencia,21,ESP,LB,21-257,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,10,"80,0",2,4,0,0,0,2024-09-15
Giorgi Mamardashvili,Valencia,25,GEO,GK,23-352,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,20,29,"69,0",0,5,0,0,0,2024-09-15
Sergio Camello,Rayo Vallecano,14,ESP,FW,23-219,86,0,0,0,0,6,3,1,0,37,0,0,1,1.2,1.2,0.1,2,0,21,24,"87,5",0,18,1,0,0,2024-09-16
Sergi Guardiola,Rayo Vallecano,12,ESP,FW,33-110,4,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,"40,0",1,7,0,0,0,2024-09-16
Álvaro García,Rayo Vallecano,18,ESP,LW,31-325,86,0,0,0,0,3,0,0,0,38,1,1,0,0.1,0.1,0.0,3,1,17,25,"68,0",2,19,4,0,0,2024-09-16
James Rodríguez,Rayo Vallecano,10,COL,LW,33-066,4,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,3,"33,3",1,1,0,0,0,2024-09-16
Adri Embarba,Rayo Vallecano,21,ESP,RW,32-132,56,0,0,0,0,1,0,0,0,42,2,0,1,0.0,0.0,0.0,0,0,17,34,"50,0",2,23,2,1,0,2024-09-16
Isaac Palazón Camacho,Rayo Vallecano,7,ESP,RW,29-264,34,0,0,0,0,1,0,0,0,23,1,0,0,0.0,0.0,0.3,2,0,13,15,"86,7",3,15,3,2,1,2024-09-16
Óscar Trejo,Rayo Vallecano,8,ARG,AM,36-143,56,0,0,0,0,1,0,0,0,39,1,0,0,0.1,0.1,0.8,2,0,25,30,"83,3",3,23,0,3,3,2024-09-16
Jorge de Frutos,Rayo Vallecano,19,ESP,AM,27-209,34,0,0,0,0,2,0,0,0,16,0,0,0,0.1,0.1,0.0,0,0,9,12,"75,0",1,14,2,3,2,2024-09-16
Gerard Gumbau,Rayo Vallecano,15,ESP,DM,29-273,63,0,1,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.1,4,1,25,42,"59,5",6,19,0,0,0,2024-09-16
Unai López,Rayo Vallecano,17,ESP,DM,28-322,27,1,0,0,0,1,1,1,0,34,1,0,0,0.1,0.1,0.0,1,0,24,30,"80,0",3,16,2,0,0,2024-09-16
Óscar Valentín,Rayo Vallecano,23,ESP,DM,30-027,90,0,0,0,0,0,0,0,0,66,2,1,0,0.0,0.0,0.1,4,0,44,55,"80,0",5,36,0,1,1,2024-09-16
Pep Chavarría,Rayo Vallecano,3,ESP,LB,26-159,90,0,1,0,0,0,0,0,0,78,1,0,2,0.0,0.0,0.1,3,1,52,68,"76,5",5,35,5,2,1,2024-09-16
Abdul Mumin,Rayo Vallecano,16,GHA,CB,26-102,90,1,0,0,0,1,1,1,0,62,0,0,1,0.0,0.0,0.0,0,0,40,54,"74,1",4,27,1,0,0,2024-09-16
Florian Lejeune,Rayo Vallecano,24,FRA,CB,33-119,90,0,1,0,0,0,0,0,0,59,1,1,0,0.0,0.0,0.1,1,0,49,55,"89,1",3,32,1,0,0,2024-09-16
Andrei Ratiu,Rayo Vallecano,2,ROU,RB,26-088,90,1,0,0,0,1,1,0,0,71,5,0,1,0.1,0.1,0.1,3,0,55,64,"85,9",13,38,2,4,3,2024-09-16
Augusto Batalla,Rayo Vallecano,13,ARG,GK,28-139,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,22,31,"71,0",0,19,0,0,0,2024-09-16
Raúl,Osasuna,9,ESP,FW,23-318,65,1,0,0,0,1,1,0,0,20,0,0,0,0.0,0.0,0.0,3,1,9,14,"64,3",0,13,1,5,4,2024-09-16
Ante Budimir,Osasuna,17,CRO,FW,33-056,25,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,2,0,0,0,2024-09-16
Bryan Zaragoza,Osasuna,19,ESP,LW,23-144,83,0,0,0,0,2,1,1,0,25,1,0,0,0.1,0.1,0.0,1,0,5,14,"35,7",0,18,4,5,3,2024-09-16
Moi Gómez,Osasuna,16,ESP,LW,30-085,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,0,0,2024-09-16
Rubén García,Osasuna,14,ESP,RW,31-064,75,0,0,0,0,0,0,0,0,41,0,0,3,0.0,0.0,0.0,1,0,16,29,"55,2",2,16,0,1,0,2024-09-16
José Arnaiz,Osasuna,20,ESP,RW,29-154,15,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.1,1,0,3,5,"60,0",1,9,1,2,0,2024-09-16
Aimar Oroz,Osasuna,10,ESP,LM,22-294,65,0,0,0,0,0,0,0,0,20,1,2,0,0.0,0.0,0.1,1,0,11,14,"78,6",2,7,0,2,1,2024-09-16
Pablo Ibáñez,Osasuna,8,ESP,LM,25-362,25,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,1,0,4,8,"50,0",0,4,0,2,1,2024-09-16
Lucas Torró,Osasuna,6,ESP,CM,30-059,90,0,0,0,0,0,0,0,0,46,2,1,4,0.0,0.0,0.0,0,0,19,33,"57,6",3,13,0,0,0,2024-09-16
Jon Moncayola,Osasuna,7,ESP,RM,26-126,75,0,0,0,0,0,0,1,0,32,6,0,4,0.0,0.0,0.1,1,0,11,20,"55,0",2,12,1,1,1,2024-09-16
Rubén Peña,Osasuna,15,ESP,RM,33-060,15,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,1,2,"50,0",0,4,0,2,0,2024-09-16
Abel,Osasuna,23,ESP,LB,24-026,90,0,0,0,0,0,0,0,0,40,4,1,2,0.0,0.0,0.0,0,0,17,28,"60,7",3,14,1,1,0,2024-09-16
Enzo Boyomo,Osasuna,22,CMR,CB,22-345,90,0,0,0,0,0,0,0,0,34,2,0,2,0.0,0.0,0.0,0,0,17,23,"73,9",2,10,0,0,0,2024-09-16
Catena,Osasuna,24,ESP,CB,29-324,90,0,0,0,0,1,0,0,0,34,1,0,1,0.1,0.1,0.0,0,0,10,21,"47,6",2,6,0,0,0,2024-09-16
Jesús Areso,Osasuna,12,ESP,RB,25-076,90,0,0,0,0,0,0,0,0,40,0,0,1,0.0,0.0,0.0,0,0,25,34,"73,5",2,12,1,1,1,2024-09-16
Sergio Herrera,Osasuna,1,ESP,GK,31-103,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,18,39,"46,2",0,19,0,0,0,2024-09-16
Cyle Larin,Mallorca,17,CAN,FW,29-153,62,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.0,2,0,8,13,"61,5",0,4,0,0,0,2024-09-17
Takuma Asano,Mallorca,11,JPN,FW,29-312,28,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,2,1,0,0,2024-09-17
Sergi Darder,Mallorca,10,ESP,LW,30-270,87,0,0,0,0,2,1,0,0,53,5,1,0,0.1,0.1,0.3,7,0,33,45,"73,3",4,23,2,2,2,2024-09-17
Valery Fernández,Mallorca,16,ESP,LW,24-299,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,2,0,1,0,2024-09-17
Roberto Navarro,Mallorca,27,ESP,RW,22-158,69,0,0,0,0,0,0,0,0,41,2,4,0,0.0,0.0,0.0,0,0,21,27,"77,8",1,19,3,2,2,2024-09-17
Dani Rodríguez,Mallorca,14,ESP,RW,36-103,21,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,3,7,"42,9",1,5,0,2,2,2024-09-17
Abdón Prats,Mallorca,9,ESP,AM,31-285,62,1,0,1,1,1,0,1,0,22,1,0,1,0.8,0.1,0.0,1,0,10,13,"76,9",3,9,0,0,0,2024-09-17
Vedat Muriqi,Mallorca,7,KVX,AM,30-146,28,0,0,0,0,1,1,0,0,15,0,0,0,0.2,0.2,0.0,0,0,4,10,"40,0",0,8,2,1,1,2024-09-17
Omar Mascarell,Mallorca,5,EQG,DM,31-228,90,0,0,0,0,0,0,0,0,57,3,2,2,0.0,0.0,0.0,0,0,42,45,"93,3",4,15,1,1,1,2024-09-17
Samu Costa,Mallorca,12,POR,DM,23-295,87,0,0,0,0,1,0,0,0,41,0,0,0,0.0,0.0,0.0,3,1,21,31,"67,7",1,14,0,1,1,2024-09-17
Manu Morlanes,Mallorca,8,ESP,DM,25-249,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,0,0,0,0,2024-09-17
Johan Mojica,Mallorca,22,COL,LB,32-027,90,0,0,0,0,0,0,0,0,61,4,2,0,0.0,0.0,0.0,0,0,34,51,"66,7",2,22,1,1,0,2024-09-17
Copete,Mallorca,6,ESP,CB,24-343,90,0,0,0,0,1,0,0,0,38,0,0,1,0.0,0.0,0.0,0,0,26,29,"89,7",0,12,0,0,0,2024-09-17
