Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Thierno Barry,Villarreal,15,FRA,FW,21-329,90,0,0,0,0,5,1,1,0,32,0,0,0,0.3,0.3,0.0,2,0,10,17,"58,8",1,24,1,0,0,2024-09-14
Ayoze Pérez,Villarreal,22,ESP,FW,31-047,90,1,0,0,0,4,1,0,0,35,0,0,0,0.7,0.7,0.3,6,0,18,22,"81,8",3,28,5,3,2,2024-09-14
Alex Baena,Villarreal,16,ESP,"LM,CM",23-056,90,0,1,0,0,5,1,0,0,69,1,1,2,0.2,0.2,0.4,8,2,43,55,"78,2",8,46,7,1,0,2024-09-14
Daniel Parejo,Villarreal,10,ESP,CM,35-151,73,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.1,3,1,36,45,"80,0",4,31,0,0,0,2024-09-14
Nicolas Pépé,Villarreal,19,CIV,RM,29-108,17,0,0,0,0,0,0,0,0,18,1,1,1,0.0,0.0,0.0,1,0,11,13,"84,6",2,11,1,1,0,2024-09-14
Santi Comesaña,Villarreal,14,ESP,CM,27-345,84,0,0,0,0,1,0,1,0,54,3,1,0,0.0,0.0,0.3,8,0,34,43,"79,1",6,35,5,0,0,2024-09-14
Ramón Terrats,Villarreal,20,ESP,CM,23-332,6,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",0,5,0,0,0,2024-09-14
Ilias Akhomach,Villarreal,11,MAR,RM,20-151,62,0,0,0,0,2,0,0,0,12,0,0,1,0.1,0.1,0.0,2,0,5,6,"83,3",1,8,1,0,0,2024-09-14
Yeremi Pino,Villarreal,21,ESP,"LM,RM",21-330,28,0,1,0,0,1,0,0,0,12,1,0,0,0.1,0.1,0.5,2,1,6,9,"66,7",1,10,0,1,0,2024-09-14
Sergi Cardona,Villarreal,23,ESP,LB,25-068,85,0,0,0,0,1,0,1,0,63,2,1,2,0.0,0.0,0.1,1,0,38,49,"77,6",2,34,1,2,0,2024-09-14
Juan Bernat,Villarreal,12,ESP,LB,31-197,5,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,1,0,5,6,"83,3",0,5,1,0,0,2024-09-14
Logan Costa,Villarreal,2,CPV,CB,23-166,90,1,0,0,0,1,1,0,0,60,1,1,0,0.2,0.2,0.0,0,0,41,45,"91,1",4,34,0,0,0,2024-09-14
Raúl Albiol,Villarreal,3,ESP,CB,39-010,90,0,0,0,0,1,0,0,0,54,0,0,2,0.1,0.1,0.0,0,0,34,43,"79,1",0,26,0,0,0,2024-09-14
Kiko Femenía,Villarreal,17,ESP,RB,33-225,90,0,0,0,0,0,0,0,0,56,1,1,1,0.0,0.0,0.0,3,0,44,51,"86,3",1,30,2,0,0,2024-09-14
Diego Conde,Villarreal,13,ESP,GK,25-322,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,17,22,"77,3",0,17,0,0,0,2024-09-14
Alejo Véliz,Espanyol,9,ARG,FW,20-361,56,0,0,0,0,1,0,0,0,6,0,0,1,0.1,0.1,0.0,0,0,1,1,"100,0",0,6,0,0,0,2024-09-14
Walid Cheddira,Espanyol,16,MAR,FW,26-236,34,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,1,1,4,5,"80,0",1,8,1,3,0,2024-09-14
Javi Puado,Espanyol,7,ESP,"FW,RM",26-112,90,3,0,1,1,2,2,0,0,30,2,0,0,1.3,0.5,0.0,1,0,12,15,"80,0",2,16,1,3,0,2024-09-14
Jofre,Espanyol,17,ESP,"LM,RM",23-089,74,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,6,11,"54,5",1,12,1,5,2,2024-09-14
Sergi Gómez,Espanyol,3,ESP,CB,32-170,16,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-09-14
Álvaro Aguado,Espanyol,18,ESP,CM,28-136,57,0,0,0,0,1,0,0,0,27,0,0,0,0.0,0.0,0.0,2,0,20,23,"87,0",3,18,1,0,0,2024-09-14
José Gragera,Espanyol,15,ESP,CM,23-289,33,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,2,2,"100,0",0,3,0,0,0,2024-09-14
Alex Král,Espanyol,20,CZE,CM,26-118,90,0,0,0,0,0,0,0,0,28,5,0,1,0.0,0.0,0.0,1,0,9,16,"56,3",1,17,1,1,1,2024-09-14
Álvaro Tejero,Espanyol,12,ESP,RM,28-056,57,0,2,0,0,1,1,0,0,35,2,0,4,0.1,0.1,0.7,7,4,22,25,"88,0",1,20,2,2,1,2024-09-14
Irvin Cardona,Espanyol,24,FRA,LM,27-037,33,0,0,0,0,0,0,0,0,18,3,1,3,0.0,0.0,0.0,1,1,4,7,"57,1",2,5,0,1,0,2024-09-14
Carlos Romero,Espanyol,22,ESP,LB,22-321,84,0,0,0,0,2,0,0,0,30,2,0,1,0.0,0.0,0.1,1,0,13,24,"54,2",1,19,3,0,0,2024-09-14
Brian Oliván,Espanyol,14,ESP,LB,30-166,6,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,1,3,"33,3",0,2,0,0,0,2024-09-14
Leandro Cabrera,Espanyol,6,URU,CB,33-089,90,0,0,0,0,0,0,0,0,58,0,1,1,0.0,0.0,0.0,0,0,33,44,"75,0",1,30,0,0,0,2024-09-14
Marash Kumbulla,Espanyol,4,ALB,CB,24-219,90,0,0,0,0,0,0,1,0,71,0,1,3,0.0,0.0,0.0,1,0,46,53,"86,8",3,45,0,0,0,2024-09-14
Omar El Hilali,Espanyol,23,MAR,RB,21-002,90,0,0,0,0,0,0,1,0,58,3,0,2,0.0,0.0,0.0,0,0,28,45,"62,2",3,24,1,1,0,2024-09-14
Joan García,Espanyol,1,ESP,GK,23-133,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,23,33,"69,7",0,21,0,0,0,2024-09-14
Kiké,Alavés,17,ESP,FW,34-294,63,0,0,0,0,1,1,0,0,21,0,0,0,0.0,0.0,0.0,0,0,14,18,"77,8",2,18,0,0,0,2024-09-14
Ander Guevara,Alavés,6,ESP,"DM,FW",27-069,27,0,0,0,0,1,0,0,0,28,0,0,0,0.1,0.1,0.1,2,0,23,27,"85,2",6,20,0,1,1,2024-09-14
Tomás Conechny,Alavés,10,ARG,LW,26-168,77,1,0,0,0,3,2,0,0,42,2,1,1,0.7,0.7,0.0,2,0,16,28,"57,1",1,24,0,0,0,2024-09-14
Asier Villalibre,Alavés,9,ESP,FW,26-350,13,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,6,"83,3",1,6,0,1,0,2024-09-14
Carlos Vicente,Alavés,7,ESP,"RW,AM",25-144,90,0,0,0,0,2,0,0,0,37,1,1,0,0.1,0.1,0.3,7,1,17,29,"58,6",2,26,4,4,2,2024-09-14
Stoichkov,Alavés,19,ESP,AM,30-314,90,0,0,0,0,3,0,0,0,44,4,0,0,0.2,0.2,0.0,4,0,19,31,"61,3",3,30,1,4,0,2024-09-14
Antonio Blanco,Alavés,8,ESP,DM,24-053,63,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,2,0,30,37,"81,1",5,27,0,0,0,2024-09-14
Santiago Mouriño,Alavés,12,URU,"CB,DM",22-214,27,0,0,0,0,1,1,0,0,29,2,0,0,0.1,0.1,0.1,2,0,22,26,"84,6",6,21,2,0,0,2024-09-14
Jon Guridi,Alavés,18,ESP,DM,29-199,63,0,0,0,0,0,0,0,0,37,0,1,0,0.0,0.0,0.0,2,1,29,35,"82,9",4,25,3,1,1,2024-09-14
Joan Jordán,Alavés,24,ESP,"DM,RW",30-070,27,0,1,0,0,1,0,0,0,40,2,0,0,0.0,0.0,0.1,3,1,29,39,"74,4",8,26,1,0,0,2024-09-14
Manu Sánchez,Alavés,3,ESP,LB,24-021,90,0,0,0,0,0,0,1,0,59,1,2,1,0.0,0.0,0.0,1,0,34,48,"70,8",4,29,2,3,1,2024-09-14
Aleksandar Sedlar,Alavés,4,SRB,CB,32-276,90,0,0,0,0,0,0,0,0,62,2,3,0,0.0,0.0,0.0,1,0,48,54,"88,9",2,34,0,0,0,2024-09-14
Abdel Abqar,Alavés,5,MAR,CB,25-188,63,0,0,0,0,1,0,1,0,28,1,1,0,0.0,0.0,0.0,0,0,16,23,"69,6",2,12,0,0,0,2024-09-14
Toni Martínez,Alavés,11,ESP,"FW,CB",27-076,27,0,0,0,0,4,1,0,0,15,0,0,0,0.4,0.4,0.2,5,1,8,10,"80,0",1,8,0,0,0,2024-09-14
Nahuel Tenaglia,Alavés,14,ARG,RB,28-206,90,1,0,0,0,1,1,0,0,55,0,2,1,0.1,0.1,0.1,4,0,35,48,"72,9",7,37,2,1,0,2024-09-14
Antonio Sivera,Alavés,1,ESP,GK,28-034,90,0,0,0,0,0,0,1,0,31,0,0,0,0.0,0.0,0.0,0,0,23,29,"79,3",0,18,0,0,0,2024-09-14
Isaac Romero,Sevilla,7,ESP,FW,24-119,89,0,0,0,0,4,2,1,0,38,1,0,3,0.3,0.3,0.0,2,0,17,21,"81,0",2,19,2,4,2,2024-09-14
Gonzalo Montiel,Sevilla,15,ARG,"LM,FW",27-257,1,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,2,0,0,0,2024-09-14
Chidera Ejuke,Sevilla,21,NGA,LW,26-256,66,0,0,0,0,0,0,0,0,43,1,0,1,0.0,0.0,0.0,1,1,27,33,"81,8",1,31,4,7,5,2024-09-14
Dodi Lukebakio,Sevilla,11,BEL,"FW,LW",26-356,24,0,0,0,0,1,0,0,0,9,0,0,0,0.4,0.4,0.1,2,0,3,7,"42,9",0,4,1,2,2,2024-09-14
Peque,Sevilla,14,ESP,RW,21-346,75,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.1,2,0,19,20,"95,0",8,18,0,2,0,2024-09-14
Lucien Agoume,Sevilla,18,FRA,"CM,RW",22-218,15,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,0,6,9,"66,7",0,6,1,2,2,2024-09-14
Adrià Pedrosa,Sevilla,3,ESP,"LM,WB,LB",26-124,90,0,1,0,0,1,0,0,0,59,2,1,3,0.1,0.1,0.1,2,1,30,40,"75,0",2,22,2,3,2,2024-09-14
Djibril Sow,Sevilla,20,SUI,"CM,AM",27-221,89,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,0,0,44,46,"95,7",9,27,1,1,0,2024-09-14
Valentín Barco,Sevilla,19,ARG,"RM,AM",20-053,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,1,0,2024-09-14
Nemanja Gudelj,Sevilla,6,SRB,CM,32-303,90,0,0,0,0,0,0,0,0,60,3,0,1,0.0,0.0,0.0,0,0,47,54,"87,0",4,20,0,1,1,2024-09-14
Jesús Navas,Sevilla,16,ESP,RM,38-298,67,1,0,0,0,2,2,0,0,45,2,1,0,0.5,0.5,0.0,1,0,32,39,"82,1",1,24,0,0,0,2024-09-14
Juanlu Sánchez,Sevilla,26,ESP,"RM,WB",21-030,19,0,0,0,0,0,0,2,1,5,1,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,1,0,2024-09-14
Marcão,Sevilla,23,BRA,CB,28-101,79,0,0,0,0,0,0,0,0,60,3,0,2,0.0,0.0,0.0,0,0,39,44,"88,6",1,24,0,2,0,2024-09-14
Kike Salas,Sevilla,4,ESP,CB,22-144,11,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,3,5,"60,0",3,1,0,0,0,2024-09-14
Tanguy Nianzou,Sevilla,24,FRA,CB,22-099,90,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.0,0,0,30,37,"81,1",0,18,0,0,0,2024-09-14
Carmona,Sevilla,32,ESP,"CB,RB",22-229,90,0,0,0,0,1,0,0,0,67,3,2,0,0.0,0.0,0.4,1,0,50,59,"84,7",3,31,2,2,2,2024-09-14
Ørjan Nyland,Sevilla,13,NOR,GK,34-004,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.2,2,0,19,48,"39,6",0,25,0,0,0,2024-09-14
Bertuğ Yıldırım,Getafe,10,TUR,FW,22-064,90,0,0,0,0,2,1,1,0,19,2,0,0,0.1,0.1,0.5,1,0,8,12,"66,7",2,8,1,0,0,2024-09-14
Chrisantus Uche,Getafe,6,NGA,"FW,CM",21-118,83,0,0,0,0,1,0,0,0,25,1,0,0,0.5,0.5,0.0,2,0,12,14,"85,7",0,13,1,1,0,2024-09-14
Jesús Santiago,Getafe,20,ESP,CM,20-112,7,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,2,0,0,0,2024-09-14
Alex Sola,Getafe,7,ESP,LM,25-097,71,0,0,0,0,0,0,1,0,20,1,0,1,0.0,0.0,0.0,1,0,7,8,"87,5",0,11,1,3,0,2024-09-14
Peter Federico,Getafe,19,DOM,"RM,LM,WB",22-051,19,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-09-14
Luis Milla,Getafe,5,ESP,CM,29-343,90,0,0,0,0,1,1,0,0,57,0,0,2,0.0,0.0,0.1,4,0,35,50,"70,0",5,24,1,0,0,2024-09-14
Mauro Arambarri,Getafe,8,URU,CM,28-350,70,0,0,0,0,0,0,0,0,23,2,0,1,0.0,0.0,0.0,0,0,12,18,"66,7",1,11,0,0,0,2024-09-14
Carles Aleñá,Getafe,11,ESP,FW,26-253,20,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,2,0,0,0,2024-09-14
Carles Pérez,Getafe,17,ESP,RM,26-211,70,0,0,0,0,3,0,0,0,27,3,0,1,0.1,0.1,0.1,5,0,12,17,"70,6",1,12,2,4,3,2024-09-14
Gorka Rivera Alonso,Getafe,30,ESP,"LM,LB,CB",20-044,20,0,0,0,0,0,0,0,0,17,2,0,0,0.0,0.0,0.0,0,0,5,11,"45,5",1,5,0,2,0,2024-09-14
Diego Rico,Getafe,16,ESP,LB,31-204,83,0,0,0,0,2,1,0,0,54,4,0,1,0.0,0.0,0.0,2,0,28,46,"60,9",5,16,1,0,0,2024-09-14
Alberto Risco,Getafe,26,ESP,"RM,WB",19-015,7,0,0,0,0,3,1,0,0,12,1,0,0,0.1,0.1,0.0,3,0,3,6,"50,0",1,6,1,2,1,2024-09-14
Juan Berrocal,Getafe,4,ESP,CB,25-133,89,0,0,0,0,0,0,0,0,40,4,3,0,0.0,0.0,0.0,0,0,20,29,"69,0",2,15,1,0,0,2024-09-14
John Joe,Getafe,31,IRL,CM,20-326,1,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-09-14
Djené,Getafe,2,TOG,CB,32-258,90,0,0,0,0,1,0,1,0,41,2,0,1,0.1,0.1,0.0,1,0,19,31,"61,3",3,17,1,0,0,2024-09-14
Iglesias,Getafe,21,ESP,"RB,CB",26-073,90,0,0,0,0,1,0,0,0,50,7,0,0,0.0,0.0,0.0,6,0,23,39,"59,0",4,17,0,0,0,2024-09-14
David Soria,Getafe,13,ESP,GK,31-163,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,15,23,"65,2",0,13,0,0,0,2024-09-14
Umar Sadiq,Real Sociedad,19,NGA,FW,27-225,62,0,0,0,0,1,0,1,0,21,0,1,1,0.1,0.1,0.2,3,0,8,11,"72,7",1,14,1,2,0,2024-09-14
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20-016,28,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,6,"33,3",0,3,0,0,0,2024-09-14
Sheraldo Becker,Real Sociedad,11,SUR,LW,29-218,62,0,0,0,0,1,0,0,0,17,0,0,0,0.2,0.2,0.0,3,0,8,15,"53,3",0,12,2,2,2,2024-09-14
Ander Barrenetxea,Real Sociedad,7,ESP,LW,22-262,28,0,0,0,0,0,0,1,0,17,0,1,0,0.0,0.0,0.0,0,0,11,16,"68,8",1,9,1,0,0,2024-09-14
Takefusa Kubo,Real Sociedad,14,JPN,RW,23-102,90,0,0,0,0,1,0,0,0,54,0,1,0,0.1,0.1,0.2,4,0,35,42,"83,3",6,39,5,5,1,2024-09-14
Sergio Gómez,Real Sociedad,17,ESP,CM,24-010,90,0,0,0,0,1,1,0,0,72,2,0,1,0.0,0.0,0.0,3,0,50,63,"79,4",4,37,1,1,0,2024-09-14
Martín Zubimendi,Real Sociedad,4,ESP,CM,25-225,90,0,0,0,0,0,0,0,0,79,3,2,2,0.0,0.0,0.0,0,0,66,71,"93,0",10,50,3,0,0,2024-09-14
Luka Sučić,Real Sociedad,24,CRO,CM,22-006,74,0,0,0,0,4,0,0,0,48,2,0,1,0.4,0.4,0.2,3,0,33,39,"84,6",3,32,1,0,0,2024-09-14
Beñat Turrientes,Real Sociedad,22,ESP,CM,22-227,16,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,13,"84,6",1,8,1,2,0,2024-09-14
Javi López,Real Sociedad,12,ESP,LB,22-173,77,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.0,0,0,31,34,"91,2",3,24,2,1,1,2024-09-14
Aihen Muñoz,Real Sociedad,3,ESP,LB,27-029,13,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,16,"87,5",3,11,2,0,0,2024-09-14
Nayef Aguerd,Real Sociedad,21,MAR,CB,28-168,74,0,0,0,0,2,1,0,0,43,2,0,2,0.3,0.3,0.0,0,0,33,34,"97,1",1,28,0,0,0,2024-09-14
Jon Pacheco,Real Sociedad,20,ESP,CB,23-250,16,0,0,0,0,0,0,1,0,14,0,0,0,0.0,0.0,0.0,0,0,14,14,"100,0",1,12,0,0,0,2024-09-14
Igor Zubeldia,Real Sociedad,5,ESP,CB,27-168,90,0,0,0,0,0,0,0,0,52,1,1,4,0.0,0.0,0.3,1,0,39,47,"83,0",2,24,0,0,0,2024-09-14
Jon Aramburu,Real Sociedad,27,VEN,RB,22-053,90,0,0,0,0,1,0,1,0,58,3,0,0,0.0,0.0,0.1,2,0,44,49,"89,8",7,32,3,0,0,2024-09-14
Álex Remiro,Real Sociedad,1,ESP,GK,29-174,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,14,19,"73,7",0,9,0,0,0,2024-09-14
Kylian Mbappé,Real Madrid,9,FRA,FW,25-269,89,1,0,1,1,2,1,0,0,38,0,0,0,0.9,0.1,0.1,2,0,19,23,"82,6",3,26,3,8,2,2024-09-14
Endrick,Real Madrid,16,BRA,FW,18-055,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",1,2,0,0,0,2024-09-14
Vinicius Júnior,Real Madrid,7,BRA,LW,24-064,90,1,0,1,1,4,0,0,0,41,2,0,0,1.0,0.2,0.0,4,2,19,26,"73,1",1,30,4,3,1,2024-09-14
Brahim Díaz,Real Madrid,21,MAR,RW,25-042,24,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,13,14,"92,9",3,11,1,1,1,2024-09-14
Rodrygo,Real Madrid,11,BRA,RW,23-249,66,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.1,3,0,17,20,"85,0",4,20,4,3,0,2024-09-14
Arda Güler,Real Madrid,15,TUR,AM,19-202,76,0,0,0,0,2,0,0,0,43,0,1,1,0.1,0.1,0.1,2,1,34,35,"97,1",5,29,0,3,1,2024-09-14
Lucas Vázquez,Real Madrid,17,ESP,AM,33-075,14,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,7,9,"77,8",0,7,0,0,0,2024-09-14
Luka Modrić,Real Madrid,10,CRO,DM,39-005,90,0,0,0,0,2,1,1,0,77,1,1,1,0.1,0.1,0.2,6,0,59,66,"89,4",3,42,0,0,0,2024-09-14
Federico Valverde,Real Madrid,8,URU,DM,26-054,90,0,0,0,0,1,0,0,0,72,3,1,0,0.0,0.0,0.0,1,0,59,63,"93,7",7,41,1,0,0,2024-09-14
Ferland Mendy,Real Madrid,23,FRA,LB,29-098,90,0,0,0,0,0,0,0,0,63,5,0,2,0.0,0.0,0.0,0,0,49,53,"92,5",2,32,0,0,0,2024-09-14
Antonio Rüdiger,Real Madrid,22,GER,CB,31-195,90,0,0,0,0,1,1,0,0,66,1,1,1,0.1,0.1,0.0,0,0,47,56,"83,9",1,48,0,0,0,2024-09-14
Éder Militão,Real Madrid,3,BRA,CB,26-240,90,0,0,0,0,1,1,0,0,80,3,1,2,0.1,0.1,0.0,0,0,53,66,"80,3",2,52,0,0,0,2024-09-14
Dani Carvajal,Real Madrid,2,ESP,RB,32-247,90,0,0,0,0,1,0,0,0,70,1,1,2,0.1,0.1,0.1,3,0,53,60,"88,3",2,39,1,0,0,2024-09-14
Thibaut Courtois,Real Madrid,1,BEL,GK,32-126,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,28,35,"80,0",0,24,0,0,0,2024-09-14
Borja Iglesias,Celta Vigo,7,ESP,FW,31-242,68,1,0,0,0,3,1,0,0,20,0,0,0,0.6,0.6,0.0,0,0,10,14,"71,4",0,13,0,1,0,2024-09-15
Anastasios Douvikas,Celta Vigo,9,GRE,FW,25-044,22,1,0,0,0,4,4,0,0,9,0,0,0,0.8,0.8,0.0,1,0,4,4,"100,0",2,9,1,2,1,2024-09-15
Pablo Durán,Celta Vigo,18,ESP,LW,23-113,75,0,1,0,0,1,0,0,0,25,0,0,0,0.1,0.1,0.2,3,1,14,18,"77,8",1,15,1,0,0,2024-09-15
Williot Swedberg,Celta Vigo,19,SWE,LW,20-227,15,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,4,"75,0",0,5,1,2,1,2024-09-15
Iago Aspas,Celta Vigo,10,ESP,RW,37-045,90,0,1,0,0,3,1,0,0,48,1,0,1,0.1,0.1,0.4,4,2,28,42,"66,7",6,43,3,1,1,2024-09-15
Hugo Álvarez,Celta Vigo,30,ESP,LM,21-075,90,1,0,0,0,2,2,1,0,71,0,1,0,0.2,0.2,0.2,5,1,54,58,"93,1",5,49,5,8,4,2024-09-15
Fran Beltrán,Celta Vigo,8,ESP,CM,25-225,90,0,0,0,0,0,0,0,0,50,2,1,0,0.0,0.0,0.0,1,0,39,44,"88,6",0,34,1,1,0,2024-09-15
Hugo Sotelo,Celta Vigo,33,ESP,CM,20-271,68,0,0,0,0,0,0,1,0,56,2,0,1,0.0,0.0,0.1,2,0,44,53,"83,0",1,42,0,0,0,2024-09-15
Damián Rodríguez,Celta Vigo,25,ESP,CM,21-182,22,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,3,1,18,20,"90,0",2,17,0,0,0,2024-09-15
Óscar Mingueza,Celta Vigo,3,ESP,RM,25-125,90,0,0,0,0,0,0,0,0,66,2,0,2,0.0,0.0,0.0,0,0,45,59,"76,3",3,36,1,1,0,2024-09-15
Jailson Siqueira,Celta Vigo,16,BRA,CB,29-008,74,0,0,0,0,1,1,0,0,59,1,3,0,0.0,0.0,0.0,3,0,51,52,"98,1",3,45,0,1,0,2024-09-15
Marcos Alonso,Celta Vigo,20,ESP,CB,33-262,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,7,7,"100,0",0,5,0,0,0,2024-09-15
Carl Starfelt,Celta Vigo,2,SWE,CB,29-106,90,0,0,0,0,0,0,0,0,68,1,0,2,0.0,0.0,0.0,0,0,59,62,"95,2",2,53,0,0,0,2024-09-15
Javi Rodríguez,Celta Vigo,32,ESP,CB,21-081,88,0,0,0,0,0,0,1,0,67,2,1,0,0.0,0.0,0.0,0,0,50,61,"82,0",5,50,2,1,1,2024-09-15
Joseph Aidoo,Celta Vigo,15,GHA,CB,28-352,2,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,7,"85,7",1,7,0,0,0,2024-09-15
Vicente Guaita,Celta Vigo,13,ESP,GK,37-249,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,23,27,"85,2",0,18,0,0,0,2024-09-15
Juanmi Latasa,Valladolid,14,ESP,FW,23-176,90,0,0,0,0,2,0,1,0,17,0,0,0,0.2,0.2,0.0,0,0,5,8,"62,5",0,9,0,0,0,2024-09-15
Chuky san jose,Valladolid,28,ESP,FW,20-139,45,0,0,0,0,0,0,1,0,9,0,0,1,0.0,0.0,0.0,1,0,3,6,"50,0",0,4,0,0,0,2024-09-15
Iván Sánchez,Valladolid,10,ESP,RM,31-358,45,0,0,0,0,0,0,0,0,25,2,1,0,0.0,0.0,0.0,0,0,16,23,"69,6",1,15,1,1,1,2024-09-15
Selim Amallah,Valladolid,21,MAR,CM,27-305,84,0,1,0,0,0,0,1,0,40,1,3,5,0.0,0.0,0.1,2,1,19,24,"79,2",4,15,0,3,1,2024-09-15
Kenedy,Valladolid,24,BRA,CM,28-220,6,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,2,"50,0",0,3,1,1,0,2024-09-15
Mario Martín,Valladolid,12,ESP,"CM,DM",20-194,80,0,0,0,0,1,1,0,1,46,3,0,1,0.0,0.0,0.0,1,0,32,38,"84,2",3,27,1,0,0,2024-09-15
Kike Pérez,Valladolid,8,ESP,CM,27-214,45,0,0,0,0,0,0,0,0,31,4,1,1,0.0,0.0,0.0,0,0,20,26,"76,9",2,17,1,1,1,2024-09-15
Víctor Meseguer,Valladolid,4,ESP,CM,25-098,45,0,0,0,0,1,0,0,0,19,2,0,0,0.1,0.1,0.0,1,0,12,15,"80,0",1,7,0,1,0,2024-09-15
Amath,Valladolid,19,SEN,LB,28-061,45,0,0,0,0,0,0,0,0,17,0,1,1,0.0,0.0,0.0,0,0,5,9,"55,6",1,11,0,2,0,2024-09-15
Raúl Moro,Valladolid,11,ESP,LM,21-285,45,1,0,0,0,1,1,0,0,26,1,1,0,0.1,0.1,0.1,1,0,10,20,"50,0",3,15,3,3,2,2024-09-15
Lucas Oliveira Rosa,Valladolid,22,BRA,"LB,CB",24-165,90,0,0,0,0,1,0,1,0,53,0,2,2,0.0,0.0,0.1,3,0,40,44,"90,9",4,18,2,3,2,2024-09-15
Cenk Özkacar,Valladolid,6,TUR,CB,23-345,90,0,0,0,0,0,0,0,0,64,2,3,2,0.0,0.0,0.0,0,0,56,57,"98,2",2,27,0,0,0,2024-09-15
Eray Cömert,Valladolid,15,SUI,CB,26-224,63,0,0,0,0,0,0,0,0,61,0,1,0,0.0,0.0,0.0,1,0,55,59,"93,2",0,39,0,1,1,2024-09-15
Stanko Jurić,Valladolid,20,CRO,CB,28-030,27,0,0,0,0,0,0,1,0,14,0,0,0,0.0,0.0,0.0,0,0,12,12,"100,0",1,10,0,0,0,2024-09-15
Luis Pérez,Valladolid,2,ESP,RB,29-224,90,0,0,0,0,0,0,0,0,55,4,1,1,0.0,0.0,0.0,0,0,39,47,"83,0",2,17,0,0,0,2024-09-15
